group,time,pulserate,systolicbloodpressure,diastolicbloodpressure,quaternion,euler,acceleration
13,2019-03-09T14:19:29.390Z,123,111,67,"[-0.812533974647522, 0.2863580286502838, -0.5070559978485107, 0.026115024462342262]","[53.75038528442383, -57.030147552490234, -27.106369018554688]","[-0.32090792059898376, -0.46915730834007263, -0.6652979850769043]"
13,2019-03-09T14:19:30.395Z,123,111,67,"[-0.8967519402503967, 0.26363760232925415, -0.33769696950912476, -0.11086878925561905]","[40.87257766723633, -33.17530822753906, -26.7630672454834]","[-0.12306564301252365, -0.36630457639694214, -0.9892740249633789]"
13,2019-03-09T14:19:31.401Z,123,111,67,"[-0.9277511835098267, 0.15508708357810974, -0.18878388404846191, -0.28211072087287903]","[24.119586944580078, -15.235413551330566, -37.100399017333984]","[0.12889766693115234, -0.18314921855926514, -1.3162058591842651]"
13,2019-03-09T14:19:32.406Z,123,111,67,"[-0.8964224457740784, -0.022831769660115242, -0.0013442750787362456, -0.44261032342910767]","[-2.2783377170562744, -1.2962117195129395, -52.53013610839844]","[0.4817247688770294, 0.21105752885341644, -1.3908292055130005]"
13,2019-03-09T14:19:33.413Z,123,112,67,"[-0.7933211922645569, -0.11565104871988297, 0.21783897280693054, -0.5566080212593079]","[-25.87354278564453, 12.52631664276123, -72.99664306640625]","[0.7520121335983276, 0.49793675541877747, -1.2228158712387085]"
13,2019-03-09T14:19:34.420Z,123,113,67,"[-0.6524673104286194, -0.17341649532318115, 0.3772442638874054, -0.633955717086792]","[-47.079803466796875, 15.80727767944336, -95.27304077148438]","[0.8558526039123535, 0.9354994297027588, -1.0226471424102783]"
13,2019-03-09T14:19:35.426Z,123,114,68,"[-0.44450485706329346, -0.2953840494155884, 0.5417003035545349, -0.6494032144546509]","[-76.12702178955078, 5.619992733001709, -115.62037658691406]","[0.9265090227127075, 1.3462227582931519, -0.6910260319709778]"
13,2019-03-09T14:19:36.433Z,123,115,68,"[-0.18022507429122925, -0.3964742422103882, 0.6517824530601501, -0.6208918690681458]","[-99.77296447753906, -14.91585922241211, -129.96331787109375]","[0.533014178276062, 1.339303970336914, -0.2945280969142914]"
13,2019-03-09T14:19:37.439Z,123,116,69,"[0.1115933358669281, -0.38072267174720764, 0.7066702246665955, -0.5858450531959534]","[-111.23114013671875, -37.14315414428711, -149.26919555664062]","[0.2697387933731079, 1.1338155269622803, -0.10754743218421936]"
13,2019-03-09T14:19:38.445Z,123,116,69,"[0.37332993745803833, -0.3298710584640503, 0.787690281867981, -0.3624279499053955]","[-144.70046997070312, -55.81684494018555, -153.68565368652344]","[0.10562600195407867, 0.9436108469963074, -0.03196130692958832]"
13,2019-03-09T14:19:39.452Z,122,116,69,"[0.5992563962936401, -0.1664557158946991, 0.7781386375427246, -0.08766264468431473]","[166.6808624267578, -74.11080169677734, -145.77471923828125]","[0.19464077055454254, 0.5663394927978516, -0.3862457275390625]"
13,2019-03-09T14:19:40.459Z,122,116,69,"[0.7291408181190491, -0.24263189733028412, 0.6389803886413574, 0.034460436552762985]","[80.62783813476562, -66.21867370605469, -63.324466705322266]","[0.0431273952126503, -0.1399887502193451, -0.6311119794845581]"
13,2019-03-09T14:19:41.466Z,122,116,69,"[0.8318207859992981, -0.22088003158569336, 0.468799889087677, 0.1987784504890442]","[50.11247634887695, -43.79679489135742, -48.16539764404297]","[0.29062730073928833, -0.19373951852321625, -1.0205998420715332]"
13,2019-03-09T14:19:42.472Z,122,116,68,"[0.8594751358032227, 0.06449786573648453, 0.35613659024238586, 0.3609839081764221]","[11.208958625793457, -41.204341888427734, -49.790550231933594]","[0.3681434988975525, 0.5465627312660217, -1.3492993116378784]"
13,2019-03-09T14:19:43.480Z,122,116,68,"[0.7870950102806091, 0.26376959681510925, 0.12142819911241531, 0.5442078709602356]","[-18.80251121520996, -28.570659637451172, -64.49285888671875]","[0.600898802280426, 0.8348637223243713, -1.4690749645233154]"
13,2019-03-09T14:19:44.487Z,122,116,68,"[0.6639489531517029, 0.3717882037162781, -0.11404428631067276, 0.638701319694519]","[-42.50912857055664, -18.873762130737305, -80.38117980957031]","[0.8387933969497681, 0.905393123626709, -1.4494869709014893]"
13,2019-03-09T14:19:45.494Z,122,117,68,"[0.45735982060432434, 0.44259196519851685, -0.23445819318294525, 0.7348222136497498]","[-56.38032531738281, -25.8482666015625, -102.17961883544922]","[0.7665361166000366, 1.0855282545089722, -1.2940678596496582]"
