group,time,pulserate,systolicbloodpressure,diastolicbloodpressure,quaternion,euler,acceleration
18,2019-03-09T17:40:16.457Z,88,118,67,"[-0.30527132749557495, -0.7131554484367371, -0.3488345742225647, -0.52586430311203]","[-165.2634735107422, -74.37059020996094, 40.92455291748047]","[-0.011725828051567078, 0.3785128593444824, -0.07368479669094086]"
18,2019-03-09T17:40:17.463Z,88,118,67,"[-0.47670355439186096, -0.18541941046714783, -0.8024545907974243, -0.30731114745140076]","[138.41822814941406, -61.525421142578125, 179.4486083984375]","[0.1653314232826233, -0.21293506026268005, -0.06788130104541779]"
18,2019-03-09T17:40:18.470Z,88,119,67,"[-0.5241369009017944, 0.017866874113678932, -0.8357654809951782, -0.16265788674354553]","[143.83909606933594, -60.49336624145508, -155.99404907226562]","[0.2523043155670166, -0.07719239592552185, 0.07719037681818008]"
18,2019-03-09T17:40:19.476Z,88,119,67,"[-0.43093931674957275, -0.037609320133924484, -0.8677077889442444, -0.244867742061615]","[142.34283447265625, -50.020774841308594, -166.88607788085938]","[-0.010330237448215485, 0.09942084550857544, 0.13028016686439514]"
18,2019-03-09T17:40:20.482Z,88,119,68,"[-0.4566265940666199, -0.033761441707611084, -0.8500046730041504, -0.26046988368034363]","[137.3543243408203, -52.547447204589844, -162.73507690429688]","[0.011719133704900742, 0.005125036463141441, 0.027230869978666306]"
18,2019-03-09T17:40:21.489Z,88,119,68,"[-0.6024207472801208, 0.004218170419335365, -0.7860401272773743, -0.13860896229743958]","[136.59420776367188, -71.06452178955078, -147.65122985839844]","[0.07074567675590515, -0.04927060753107071, 0.01909022592008114]"
18,2019-03-09T17:40:22.495Z,89,119,68,"[-0.6646797060966492, 0.12485337257385254, -0.7332337498664856, -0.07057567685842514]","[111.5538101196289, -73.15811920166016, -107.10672760009766]","[0.009668007493019104, -0.031270381063222885, -0.07350058108568192]"
18,2019-03-09T17:40:23.503Z,89,119,68,"[-0.5453985929489136, 0.09775783121585846, -0.8298757672309875, -0.06549924612045288]","[151.49288940429688, -63.178951263427734, -148.8054962158203]","[0.017347490414977074, -0.137442946434021, -0.001401334535330534]"
18,2019-03-09T17:40:24.509Z,89,118,67,"[-0.560589075088501, 0.14154982566833496, -0.81462162733078, -0.045772235840559006]","[147.5791778564453, -64.20781707763672, -139.61123657226562]","[-0.006550978869199753, -0.013287656009197235, -0.026844989508390427]"
18,2019-03-09T17:40:25.516Z,89,118,67,"[-0.5507045388221741, 0.11437615752220154, -0.8243671655654907, -0.0637282058596611]","[149.05270385742188, -63.302093505859375, -144.8338623046875]","[0.01217796839773655, -0.005255727097392082, -0.038246039301157]"
18,2019-03-09T17:40:26.522Z,89,117,67,"[-0.6228617429733276, 0.03680851310491562, -0.776262640953064, -0.09002667665481567]","[138.23707580566406, -73.81795501708984, -142.59365844726562]","[0.05229213461279869, 0.07993868738412857, 0.001923800678923726]"
18,2019-03-09T17:40:27.529Z,89,117,67,"[-0.5301278829574585, 0.01518958155065775, -0.8303327560424805, -0.17111797630786896]","[141.6378631591797, -61.06471252441406, -154.7146453857422]","[0.11047965288162231, -0.10229845345020294, 0.03437303379178047]"
18,2019-03-09T17:40:28.534Z,89,116,67,"[-0.5576875805854797, 0.08002122491598129, -0.817318320274353, -0.12071453034877777]","[140.5951690673828, -63.16335678100586, -143.9855194091797]","[0.021061602979898453, -0.10648003220558167, -0.045595359057188034]"
18,2019-03-09T17:40:29.539Z,89,116,67,"[-0.5651982426643372, 0.06364390254020691, -0.8096039891242981, -0.1450577676296234]","[136.11651611328125, -63.728878021240234, -142.89456176757812]","[0.012858250178396702, -0.03121417760848999, -0.04809066280722618]"
18,2019-03-09T17:40:30.545Z,89,116,66,"[-0.5689747333526611, 0.05918541178107262, -0.8077415227890015, -0.14254328608512878]","[136.34140014648438, -64.4615478515625, -143.27127075195312]","[0.008181511424481869, 0.0024922362063080072, -0.03147255256772041]"
18,2019-03-09T17:40:31.552Z,89,116,66,"[-0.5077779293060303, -0.06707832217216492, -0.7718138694763184, -0.3767833411693573]","[111.31845092773438, -56.55009841918945, -149.57948303222656]","[0.044199392199516296, -0.20361974835395813, 0.06813529133796692]"
18,2019-03-09T17:40:32.558Z,89,115,66,"[-0.6238741874694824, -0.07086727023124695, -0.7334806323051453, -0.260317325592041]","[106.33975219726562, -72.19359588623047, -133.76344299316406]","[0.005713044665753841, 0.07436173409223557, -0.056078698486089706]"
18,2019-03-09T17:40:33.564Z,89,114,66,"[-0.5784487128257751, 0.07853277772665024, -0.7951508164405823, -0.16421011090278625]","[128.1868896484375, -63.39513397216797, -135.32522583007812]","[-0.021445205435156822, 0.02072194218635559, -0.026196664199233055]"
18,2019-03-09T17:40:34.571Z,89,114,66,"[-0.5757134556770325, 0.11236881464719772, -0.7995402812957764, -0.1290833204984665]","[132.1343231201172, -63.0753288269043, -133.52696228027344]","[-0.005114197265356779, -0.03510518744587898, -0.07363324612379074]"
18,2019-03-09T17:40:35.579Z,88,114,66,"[-0.5799158811569214, 0.12182371318340302, -0.7977244257926941, -0.11176890879869461]","[133.4155731201172, -63.8956413269043, -132.57923889160156]","[0.01836848072707653, -0.036830246448516846, -0.03761719912290573]"
18,2019-03-09T17:40:36.582Z,88,113,65,"[-0.5832887887954712, 0.11849825084209442, -0.7970354557037354, -0.10230818390846252]","[134.74130249023438, -64.89839935302734, -133.39730834960938]","[0.006282975897192955, -0.01414574310183525, -0.029960691928863525]"
18,2019-03-09T17:40:37.589Z,87,112,65,"[-0.5855348110198975, 0.1107562705874443, -0.7958672642707825, -0.10713237524032593]","[134.1394500732422, -65.2694091796875, -133.83883666992188]","[0.014420646242797375, -0.008141966536641121, -0.030186727643013]"
18,2019-03-09T17:40:38.595Z,87,110,65,"[-0.589117169380188, 0.11333645135164261, -0.7918176054954529, -0.11454623937606812]","[131.602783203125, -65.09159851074219, -131.70315551757812]","[0.002475021407008171, 0.0024795662611722946, -0.04426756501197815]"
18,2019-03-09T17:40:39.601Z,87,108,64,"[-0.6524567008018494, 0.2002723217010498, -0.7288596630096436, -0.05435984581708908]","[112.73198699951172, -68.32987976074219, -100.67206573486328]","[0.25466054677963257, -0.129346564412117, -0.07538680732250214]"
18,2019-03-09T17:40:40.608Z,87,107,64,"[-0.6099185943603516, 0.4469168484210968, -0.6290133595466614, 0.1805742233991623]","[120.96188354492188, -68.23262023925781, -67.23949432373047]","[0.17583714425563812, -0.24335795640945435, 0.021270859986543655]"
18,2019-03-09T17:40:41.615Z,88,106,64,"[-0.5858919620513916, 0.7728137969970703, -0.17566540837287903, 0.16920749843120575]","[106.84590911865234, -27.86395835876465, -4.752035140991211]","[0.8304938673973083, -0.9654231071472168, -0.11811032891273499]"
18,2019-03-09T17:40:42.619Z,88,106,64,"[-0.6150017976760864, 0.7060543894767761, -0.3283000886440277, 0.1244148537516594]","[105.12065124511719, -35.415225982666016, -22.40018081665039]","[0.9752041697502136, -0.5909662246704102, -0.3668607175350189]"
18,2019-03-09T17:40:43.626Z,88,106,64,"[-0.9848414063453674, -0.14092515408992767, 0.07874893397092819, -0.06345181167125702]","[-16.87699317932129, 7.887390613555908, -8.54470443725586]","[0.34891611337661743, 0.04968572407960892, 0.18099959194660187]"
18,2019-03-09T17:40:44.632Z,88,106,64,"[-0.2398173063993454, -0.6012201905250549, -0.5324196815490723, -0.5454826354980469]","[134.74301147460938, -65.68248748779297, 113.17298126220703]","[-0.14291583001613617, -0.25385406613349915, -0.014751117676496506]"
18,2019-03-09T17:40:45.642Z,89,106,64,"[-0.49036598205566406, -0.303180068731308, -0.7470865845680237, -0.3308848738670349]","[146.7102508544922, -68.95954132080078, 159.02908325195312]","[0.1281708925962448, -0.1088065654039383, -0.03746876120567322]"
18,2019-03-09T17:40:46.645Z,89,106,64,"[-0.9528939127922058, 0.02254946529865265, -0.28348398208618164, 0.10545872151851654]","[-1.1493220329284668, -33.025794982910156, 12.97142219543457]","[0.38349634408950806, 0.07219596952199936, 0.12429103255271912]"
18,2019-03-09T17:40:47.651Z,89,106,64,"[-0.966325581073761, -0.1075582280755043, -0.1891651600599289, 0.13734139502048492]","[-16.014251708984375, -19.63615608215332, 18.967235565185547]","[0.827568769454956, -0.046173110604286194, 0.5004905462265015]"
18,2019-03-09T17:40:48.658Z,89,106,64,"[-0.9746537208557129, -0.16714069247245789, -0.1351037323474884, -0.062137991189956665]","[-18.802196502685547, -16.506874084472656, -4.544236660003662]","[0.18405908346176147, 0.03881733492016792, 0.033442892134189606]"
18,2019-03-09T17:40:49.664Z,89,106,64,"[-0.9694265723228455, -0.15850555896759033, -0.17196333408355713, -0.0742747038602829]","[-17.5565128326416, -20.913475036621094, -5.497657775878906]","[0.1252005398273468, -0.02756454423069954, 0.010270621627569199]"
18,2019-03-09T17:40:50.672Z,88,106,64,"[-0.9663493633270264, -0.15835095942020416, -0.1796695739030838, -0.0938761755824089]","[-17.097715377807617, -22.146621704101562, -7.726950645446777]","[0.09585335850715637, -0.0057280100882053375, 0.037641674280166626]"
18,2019-03-09T17:40:51.679Z,88,106,64,"[-0.9627358913421631, -0.1643340289592743, -0.19238269329071045, -0.09551350772380829]","[-17.782875061035156, -23.691993713378906, -7.572787761688232]","[0.06557011604309082, -0.008807378821074963, 0.05737263336777687]"
18,2019-03-09T17:40:52.686Z,88,107,64,"[-0.9599786996841431, -0.16813147068023682, -0.19898861646652222, -0.10284178704023361]","[-18.063419342041016, -24.622108459472656, -8.25597095489502]","[0.07830332219600677, -0.034341536462306976, 0.057626333087682724]"
18,2019-03-09T17:40:53.693Z,87,107,64,"[-0.9604885578155518, -0.16631388664245605, -0.19585378468036652, -0.1069706529378891]","[-17.73486328125, -24.318723678588867, -8.859211921691895]","[0.06739641726016998, -0.015527528710663319, 0.05932673066854477]"
18,2019-03-09T17:40:54.700Z,87,108,64,"[-0.9598495364189148, -0.1673210710287094, -0.19540245831012726, -0.11184954643249512]","[-17.73563003540039, -24.364723205566406, -9.434927940368652]","[0.06759700179100037, -0.023967009037733078, 0.061697375029325485]"
18,2019-03-09T17:40:55.706Z,87,110,65,"[-0.9609864354133606, -0.16677269339561462, -0.18596768379211426, -0.11877665668725967]","[-17.52406120300293, -23.393417358398438, -10.43658447265625]","[0.053591109812259674, -0.013689657673239708, 0.061827920377254486]"
18,2019-03-09T17:40:56.712Z,86,111,65,"[-0.9604234099388123, -0.16900205612182617, -0.18037907779216766, -0.12840835750102997]","[-17.59093475341797, -22.94723129272461, -11.632933616638184]","[0.05476442724466324, -0.008824179880321026, 0.07257965207099915]"
18,2019-03-09T17:40:57.719Z,86,111,65,"[-0.9600458741188049, -0.053974758833646774, -0.27425265312194824, 0.013572927564382553]","[-7.500018119812012, -31.676666259765625, 3.7504734992980957]","[0.4223577380180359, 0.0838039368391037, -0.03923151269555092]"
18,2019-03-09T17:40:58.725Z,85,112,65,"[-0.5723296403884888, 0.23020802438259125, -0.7599067687988281, 0.20490160584449768]","[-169.59646606445312, -74.6170654296875, -154.22946166992188]","[0.5108705163002014, -0.5534179210662842, 0.3156314492225647]"
18,2019-03-09T17:40:59.732Z,84,113,66,"[-0.976896345615387, -0.056733276695013046, -0.17272433638572693, 0.11234425008296967]","[-9.104097366333008, -18.948633193969727, 14.642955780029297]","[0.14373642206192017, -0.06574927270412445, 0.06949903815984726]"
18,2019-03-09T17:41:00.738Z,84,113,66,"[-0.9627805948257446, -0.1388118714094162, -0.13506942987442017, -0.18852362036705017]","[-13.165489196777344, -18.205322265625, -20.039525985717773]","[0.0944606214761734, -0.0038414441514760256, 0.07487132400274277]"
18,2019-03-09T17:41:01.745Z,84,113,66,"[-0.9614443778991699, -0.14033526182174683, -0.1363883763551712, -0.1932075321674347]","[-13.233113288879395, -18.450624465942383, -20.566486358642578]","[0.10083555430173874, 0.019556134939193726, 0.15263672173023224]"
18,2019-03-09T17:41:02.751Z,84,114,66,"[-0.9589813351631165, -0.14483414590358734, -0.13743971288204193, -0.20121710002422333]","[-13.590596199035645, -18.77729606628418, -21.442781448364258]","[0.04566587507724762, 0.04495169594883919, 0.05714308097958565]"
18,2019-03-09T17:41:03.757Z,84,114,66,"[-0.9571259617805481, -0.1470383256673813, -0.13743247091770172, -0.20833145081996918]","[-13.71066665649414, -18.925949096679688, -22.26341438293457]","[0.06267964839935303, 0.011287130415439606, 0.06097625195980072]"
18,2019-03-09T17:41:04.763Z,83,114,66,"[-0.9576586484909058, -0.14468024671077728, -0.1293676495552063, -0.21265365183353424]","[-13.505602836608887, -18.017879486083984, -22.88849449157715]","[0.04044127091765404, 0.009126922115683556, 0.0630132257938385]"
18,2019-03-09T17:41:05.769Z,83,113,66,"[-0.9560312628746033, -0.14452581107616425, -0.12788687646389008, -0.22082006931304932]","[-13.363312721252441, -17.960193634033203, -23.890548706054688]","[0.06779380142688751, 0.002968600019812584, 0.05627411976456642]"
18,2019-03-09T17:41:06.774Z,83,113,66,"[-0.9553241729736328, -0.14276760816574097, -0.13515177369117737, -0.22069710493087769]","[-13.005942344665527, -18.73819923400879, -23.86138916015625]","[0.05164529010653496, -0.006391599774360657, 0.06257496774196625]"
18,2019-03-09T17:41:07.781Z,82,112,65,"[-0.9547688961029053, -0.14015981554985046, -0.14215222001075745, -0.22037288546562195]","[-12.55712604522705, -19.46433448791504, -23.831892013549805]","[0.043838370591402054, -0.014313871040940285, 0.06550999730825424]"
18,2019-03-09T17:41:08.788Z,82,112,65,"[-0.9546076655387878, -0.13731780648231506, -0.1428014636039734, -0.2224314957857132]","[-12.164725303649902, -19.495113372802734, -24.13532829284668]","[0.03878806531429291, -0.01498514972627163, 0.06808220595121384]"
18,2019-03-09T17:41:09.793Z,81,112,65,"[-0.9563353657722473, -0.13596560060977936, -0.1354735940694809, -0.22041568160057068]","[-12.203478813171387, -18.605745315551758, -23.951305389404297]","[0.03448514640331268, -0.009756740182638168, 0.07260690629482269]"
18,2019-03-09T17:41:10.800Z,80,112,65,"[-0.9560631513595581, -0.13705751299858093, -0.1363670378923416, -0.22036917507648468]","[-12.313863754272461, -18.732946395874023, -23.920780181884766]","[0.0506841316819191, -0.016179105266928673, 0.0664568766951561]"
18,2019-03-09T17:41:11.805Z,79,111,65,"[-0.9556568264961243, -0.13539154827594757, -0.14039169251918793, -0.2206343710422516]","[-12.026123046875, -19.152076721191406, -23.96426010131836]","[0.022686850279569626, -0.013444147072732449, 0.06726987659931183]"
18,2019-03-09T17:41:12.810Z,78,111,65,"[-0.9554935097694397, -0.13273106515407562, -0.1434290111064911, -0.22100390493869781]","[-11.639190673828125, -19.436336517333984, -24.046781539916992]","[0.029085537418723106, -0.029444638639688492, 0.06497323513031006]"
18,2019-03-09T17:41:13.816Z,77,110,65,"[-0.9566598534584045, -0.13234779238700867, -0.14417093992233276, -0.21564030647277832]","[-11.689236640930176, -19.44636344909668, -23.395729064941406]","[0.027431225404143333, -0.02766590565443039, 0.06317439675331116]"
18,2019-03-09T17:41:14.821Z,76,108,64,"[-0.957358717918396, -0.13214044272899628, -0.14667516946792603, -0.21092550456523895]","[-11.711267471313477, -19.668960571289062, -22.812816619873047]","[0.011375008150935173, -0.011722334660589695, 0.08059095591306686]"
18,2019-03-09T17:41:15.827Z,75,108,64,"[-0.9580455422401428, -0.12937022745609283, -0.14924627542495728, -0.2076965868473053]","[-11.399160385131836, -19.859146118164062, -22.462026596069336]","[0.03144516795873642, -0.03980622813105583, 0.07308408617973328]"
18,2019-03-09T17:41:16.833Z,74,107,64,"[-0.9585931897163391, -0.12717582285404205, -0.14712798595428467, -0.20803558826446533]","[-11.17470932006836, -19.571691513061523, -22.555803298950195]","[0.02153148502111435, -0.033701300621032715, 0.0686885342001915]"
18,2019-03-09T17:41:17.838Z,73,106,64,"[-0.9596313834190369, -0.12644027173519135, -0.14617621898651123, -0.2043352723121643]","[-11.183420181274414, -19.403766632080078, -22.12314796447754]","[0.02172187529504299, -0.03258352354168892, 0.0710209459066391]"
18,2019-03-09T17:41:18.843Z,72,105,64,"[-0.9549475312232971, -0.14135681092739105, -0.17411568760871887, -0.19436389207839966]","[-12.675970077514648, -22.798538208007812, -20.443151473999023]","[0.10761602222919464, -0.04683105647563934, 0.06517217308282852]"
18,2019-03-09T17:41:19.848Z,72,105,64,"[-0.9723731875419617, -0.12272264808416367, -0.1890777349472046, -0.060656554996967316]","[-13.5027437210083, -22.49458885192871, -4.441765785217285]","[0.023552309721708298, -0.03237976133823395, 0.048119090497493744]"
18,2019-03-09T17:41:20.856Z,72,104,64,"[-0.9735248684883118, -0.13122312724590302, -0.17136628925800323, -0.07525581121444702]","[-14.214405059814453, -20.695993423461914, -6.232183456420898]","[-0.0017115727532655, -0.029655897989869118, 0.0569789856672287]"
18,2019-03-09T17:41:21.862Z,72,104,64,"[-0.9650905728340149, -0.1381981521844864, -0.1818944364786148, -0.12812407314777374]","[-13.809006690979004, -22.737043380737305, -12.335122108459473]","[-0.01592446304857731, -0.0073203472420573235, 0.1015726625919342]"
18,2019-03-09T17:41:22.868Z,72,103,64,"[-0.964328944683075, -0.13056348264217377, -0.17987851798534393, -0.14375881850719452]","[-12.51843547821045, -22.610441207885742, -14.44581413269043]","[0.009525955654680729, -0.038451120257377625, 0.07208161056041718]"
18,2019-03-09T17:41:23.874Z,73,104,64,"[-0.9651260375976562, -0.13629578053951263, -0.17330291867256165, -0.1411430537700653]","[-13.345453262329102, -21.900312423706055, -14.04693603515625]","[0.017099421471357346, -0.03580820560455322, 0.06840498745441437]"
18,2019-03-09T17:41:24.882Z,73,104,64,"[-0.9659783840179443, -0.1377255618572235, -0.1714845895767212, -0.13605348765850067]","[-13.653843879699707, -21.64021110534668, -13.412676811218262]","[0.011537496000528336, -0.02959253266453743, 0.07616689801216125]"
18,2019-03-09T17:41:25.887Z,74,104,64,"[-0.9623503088951111, -0.15171010792255402, -0.18652696907520294, -0.1267818808555603]","[-15.466239929199219, -23.42053985595703, -11.78552532196045]","[0.016743743792176247, -0.05139898508787155, 0.07203326374292374]"
18,2019-03-09T17:41:26.893Z,75,104,64,"[-0.9621389508247375, -0.14396388828754425, -0.18497703969478607, -0.13909244537353516]","[-14.220254898071289, -23.32809829711914, -13.501975059509277]","[0.016337847337126732, -0.03437868878245354, 0.06832194328308105]"
18,2019-03-09T17:41:27.899Z,75,105,64,"[-0.9626949429512024, -0.1440960317850113, -0.18365463614463806, -0.13684268295764923]","[-14.303668022155762, -23.14402961730957, -13.236777305603027]","[0.15904158353805542, -0.09002338349819183, 0.15666279196739197]"
18,2019-03-09T17:41:28.905Z,76,105,64,"[-0.9626960754394531, -0.14125029742717743, -0.18518982827663422, -0.1377294957637787]","[-13.919655799865723, -23.295398712158203, -13.400752067565918]","[0.08327768743038177, -0.11836549639701843, 0.10355304181575775]"
18,2019-03-09T17:41:29.912Z,76,106,64,"[-0.9650800824165344, -0.13399343192577362, -0.18411292135715485, -0.12949392199516296]","[-13.243704795837402, -22.9588680267334, -12.583497047424316]","[0.061390768736600876, -0.08926613628864288, 0.13944119215011597]"
18,2019-03-09T17:41:30.917Z,76,106,64,"[-0.9650089740753174, -0.1350126564502716, -0.1840982288122177, -0.12898525595664978]","[-13.380939483642578, -22.963350296020508, -12.496491432189941]","[-0.109916552901268, 0.0368315689265728, -0.03999017924070358]"
18,2019-03-09T17:41:31.924Z,76,106,64,"[-0.9644054174423218, -0.13634034991264343, -0.18796177208423615, -0.12650616466999054]","[-13.574586868286133, -23.3931827545166, -12.123284339904785]","[0.0010592660401016474, -0.030605200678110123, 0.0622444674372673]"
18,2019-03-09T17:41:32.930Z,76,107,64,"[-0.9637760519981384, -0.14100876450538635, -0.1883174479007721, -0.12565355002880096]","[-14.166525840759277, -23.479963302612305, -11.897741317749023]","[0.02175849676132202, -0.04194113239645958, 0.08111115545034409]"
18,2019-03-09T17:41:33.935Z,76,107,64,"[-0.9633799195289612, -0.14356273412704468, -0.18749022483825684, -0.12702924013137817]","[-14.451778411865234, -23.435848236083984, -12.010306358337402]","[0.0376608707010746, -0.05034932121634483, 0.06615327298641205]"
18,2019-03-09T17:41:34.942Z,76,108,64,"[-0.9638829827308655, -0.14300546050071716, -0.1834622472524643, -0.12969481945037842]","[-14.347076416015625, -23.002199172973633, -12.392823219299316]","[0.01587614417076111, -0.008974536322057247, 0.07393145561218262]"
18,2019-03-09T17:41:35.949Z,75,108,65,"[-0.9639754891395569, -0.1446225643157959, -0.1821967363357544, -0.12899599969387054]","[-14.571682929992676, -22.866044998168945, -12.281475067138672]","[0.035910166800022125, -0.07371281087398529, 0.0604395866394043]"
18,2019-03-09T17:41:36.954Z,75,109,65,"[-0.9638677835464478, -0.1449258029460907, -0.18526341021060944, -0.12503138184547424]","[-14.684036254882812, -23.164953231811523, -11.756698608398438]","[0.04333162680268288, -0.04980958253145218, 0.08198845386505127]"
18,2019-03-09T17:41:37.960Z,75,109,65,"[-0.9646119475364685, -0.14402814209461212, -0.1848919838666916, -0.12080857902765274]","[-14.679837226867676, -23.047731399536133, -11.268381118774414]","[0.006283211056143045, -0.023142578080296516, 0.061074621975421906]"
18,2019-03-09T17:41:38.966Z,75,110,65,"[-0.9648634791374207, -0.14439786970615387, -0.1837632954120636, -0.12007814645767212]","[-14.749937057495117, -22.910402297973633, -11.183253288269043]","[0.01986263133585453, -0.04138253256678581, 0.06808675825595856]"
18,2019-03-09T17:41:39.971Z,75,111,65,"[-0.9652044773101807, -0.14595560729503632, -0.1807442605495453, -0.12003645300865173]","[-14.960223197937012, -22.578598022460938, -11.175408363342285]","[0.023840652778744698, -0.03525235131382942, 0.07133352756500244]"
18,2019-03-09T17:41:40.978Z,75,111,65,"[-0.9648075103759766, -0.14953289926052094, -0.18151451647281647, -0.11763864010572433]","[-15.451327323913574, -22.670745849609375, -10.787942886352539]","[0.017639517784118652, -0.028936656191945076, 0.0707797035574913]"
18,2019-03-09T17:41:41.984Z,74,112,65,"[-0.9649478793144226, -0.1507837325334549, -0.18011640012264252, -0.11703826487064362]","[-15.626444816589355, -22.51348876953125, -10.702373504638672]","[0.024527713656425476, -0.02814541757106781, 0.07116896659135818]"
18,2019-03-09T17:41:42.991Z,74,112,65,"[-0.9636226892471313, -0.15214647352695465, -0.18178969621658325, -0.12343117594718933]","[-15.631258964538574, -22.824687957763672, -11.424408912658691]","[0.033984486013650894, -0.005188236013054848, 0.06283003091812134]"
18,2019-03-09T17:41:43.996Z,73,112,65,"[-0.9508599042892456, -0.20064106583595276, -0.23537929356098175, -0.01432143896818161]","[-24.867626190185547, -26.96027183532715, 4.325014591217041]","[0.07042796164751053, -0.016971968114376068, 0.06310312449932098]"
18,2019-03-09T17:41:45.002Z,74,112,65,"[-0.8927472233772278, -0.04946063831448555, -0.31404146552085876, 0.3192710280418396]","[-19.901145935058594, -31.9471492767334, 45.106685638427734]","[0.044265925884246826, 0.023844927549362183, 0.14347441494464874]"
18,2019-03-09T17:41:46.009Z,74,112,65,"[-0.9491992592811584, -0.17783352732658386, -0.2580830454826355, 0.02809053286910057]","[-23.662351608276367, -28.682384490966797, 9.5214204788208]","[0.18516451120376587, 0.00288983853533864, 0.08645574748516083]"
18,2019-03-09T17:41:47.014Z,74,112,66,"[-0.9426040649414062, -0.19984804093837738, -0.18991908431053162, -0.18838587403297424]","[-19.794401168823242, -25.679340362548828, -18.04949378967285]","[0.044840820133686066, -0.030287783592939377, 0.05316802114248276]"
18,2019-03-09T17:41:48.020Z,74,112,66,"[-0.9116994738578796, -0.07595179975032806, -0.3573736846446991, 0.18793468177318573]","[-20.414051055908203, -38.54191970825195, 30.499479293823242]","[0.04327394813299179, 0.028049331158399582, 0.16888952255249023]"
18,2019-03-09T17:41:49.026Z,74,112,65,"[-0.9566236138343811, -0.18081361055374146, -0.22249169647693634, -0.051722943782806396]","[-21.12930679321289, -26.384069442749023, -1.18328857421875]","[0.024454083293676376, 0.007986560463905334, -0.037509024143218994]"
18,2019-03-09T17:41:50.032Z,74,112,65,"[-0.9408371448516846, -0.2044031023979187, -0.21152493357658386, -0.1682327538728714]","[-20.75876808166504, -27.826496124267578, -15.080232620239258]","[0.016010256484150887, -0.009950894862413406, 0.0864303931593895]"
18,2019-03-09T17:41:51.039Z,74,111,65,"[-0.9424560070037842, -0.20242078602313995, -0.2093513458967209, -0.16423971951007843]","[-20.639442443847656, -27.458106994628906, -14.676748275756836]","[0.026881039142608643, -0.022437039762735367, 0.07804646342992783]"
18,2019-03-09T17:41:52.045Z,74,111,65,"[-0.9430546760559082, -0.2026400864124298, -0.2069690078496933, -0.1635504513978958]","[-20.70234489440918, -27.171152114868164, -14.622698783874512]","[0.0434160977602005, -0.03337086737155914, 0.07771417498588562]"
18,2019-03-09T17:41:53.051Z,75,111,65,"[-0.9500704407691956, -0.18626978993415833, -0.24611879885196686, -0.045773956924676895]","[-22.26511001586914, -28.993680953979492, 0.3086642920970917]","[0.02726021222770214, 0.03495030850172043, 0.036531053483486176]"
18,2019-03-09T17:41:54.057Z,75,111,65,"[-0.9168640971183777, -0.14778389036655426, -0.31970900297164917, 0.18789972364902496]","[-27.483919143676758, -32.054283142089844, 31.200096130371094]","[0.044935278594493866, 0.014599873684346676, 0.052403613924980164]"
18,2019-03-09T17:41:55.064Z,75,111,65,"[-0.9437336921691895, -0.2168620079755783, -0.20895494520664215, -0.13665816187858582]","[-23.279743194580078, -26.979246139526367, -10.820965766906738]","[0.038754601031541824, -0.030143974348902702, -0.005250138230621815]"
18,2019-03-09T17:41:56.070Z,75,111,65,"[-0.9453061819076538, -0.20868338644504547, -0.2027483433485031, -0.1474471539258957]","[-21.948402404785156, -26.414260864257812, -12.519755363464355]","[0.06330201029777527, -0.009272722527384758, 0.0760081559419632]"
18,2019-03-09T17:41:57.076Z,75,111,66,"[-0.9662207365036011, -0.1692103147506714, -0.19302314519882202, 0.02296791411936283]","[-21.14809799194336, -21.42193603515625, 6.767956733703613]","[-0.01956016570329666, 0.030752722173929214, 0.11021178960800171]"
18,2019-03-09T17:41:58.083Z,76,111,66,"[-0.9620652794837952, -0.19828638434410095, -0.18568679690361023, -0.02516768127679825]","[-23.587326049804688, -21.547138214111328, 1.5532933473587036]","[-0.030459348112344742, 0.027208194136619568, 0.0317671075463295]"
18,2019-03-09T17:41:59.089Z,76,111,66,"[-0.979351818561554, -0.16087257862091064, -0.12034296989440918, -0.022531038150191307]","[-18.617279052734375, -14.06163501739502, -0.31965675950050354]","[0.017813149839639664, 0.023504462093114853, 0.06942029297351837]"
18,2019-03-09T17:42:00.096Z,77,111,66,"[-0.9825811982154846, -0.14683955907821655, -0.11385192722082138, 0.0031769047491252422]","[-17.262285232543945, -12.873814582824707, 2.3327088356018066]","[0.03775347024202347, 0.00430892501026392, 0.05827146768569946]"
18,2019-03-09T17:42:01.102Z,77,111,66,"[-0.9661543369293213, -0.172654390335083, -0.190483957529068, -0.021266382187604904]","[-20.56125831604004, -22.050107955932617, 1.5259915590286255]","[0.04143798351287842, -0.023666275665163994, 0.0690281093120575]"
18,2019-03-09T17:42:02.108Z,78,111,65,"[-0.9537002444267273, -0.1716594696044922, -0.22202984988689423, -0.10812727361917496]","[-18.34827423095703, -27.427263259887695, -8.422985076904297]","[0.04867886006832123, -0.010823650285601616, 0.05844607204198837]"
18,2019-03-09T17:42:03.115Z,78,110,65,"[-0.945972204208374, -0.18072101473808289, -0.24176743626594543, -0.11842751502990723]","[-19.191898345947266, -30.01424789428711, -9.081515312194824]","[-0.007622860837727785, 0.0022814597468823195, 0.08923438936471939]"
18,2019-03-09T17:42:04.121Z,78,110,65,"[-0.9476159811019897, -0.17918077111244202, -0.2361084669828415, -0.11904237419366837]","[-18.9719181060791, -29.349824905395508, -9.309314727783203]","[0.026811733841896057, -0.01895461045205593, 0.07419959455728531]"
